# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment,field2,part (m/s),datatypes/templates,divider/values,unit,comment,field3,part (m/s),datatypes/templates,divider/values,unit,comment
#,,CTLV2, sensoCOMFORT VRC 720/2 (SW 0514),,,,,,,,,,
# ##### General #####,,,,,,,,,,,,,
r,,HwcUnknown13,(constant 0),,,,1300,,,onoff,,,
# ##### heating circuit 1 #####,,,,,,,,,,,,,
*r,,,,,,B524,02000200,,,IGN:4,,,
*w,,,,,,B524,02010200,,,,,,
r;w,,Hc1Unknown00,,,,,0000,,,HEX:*,,,
r;w,,Hc1Unknown01,,,,,0100,,,HEX:*,,,
r,,Hc1CircuitType,CircuitType Heating Circuit 1,,,,0200,,,mctype;IGN:1,,,
r;w,,Hc1DesiredReturnTemp,target return temperature Hc1,,,,0400,,,tempv,,,temperature for the increase in return circuit (default 30)
r;w,,Hc1DewPointMonitoring,,,,,0500,,,onoff,,,Dew point monitoring enable/disable for Hc1
r;w,,Hc1CoolingEnabled,,,,,0600,,,onoff,,,Cooling function enable/disable for Hc1
r,,Hc1ActualFlowTempDesired,Actual Desired Flow Temperature Heating Circuit 1,,,,0700,,,tempv,,,current flow temperature setpoint of Hc1
r,,Hc1FlowTemp,Flow Temperature Heating Circuit 1,,,,0800,,,tempv,,,current flow temperature of Hc1
r;w,,Hc1ExtHwcTempDesired,Hc1 desired external HWC temperature,,,,0900,,,tempv,,,Hc1 desired external HWC temperature
r;w,,Hc1DewPointOffset,Hc1 Temperature offset from dew point,,,,0A00,,,tempv,,,Dew point temperature margin for Hc1
r;w,,Hc1ExcessTemp,ExcessTemp Heating Circuit 1,,,,0B00,,,calibrationv,,,excess temperature of Hc1 (flow temperature's setpoint is increased by this value to keep the mixing valve in its control range)
r;w,,Hc1DesiredTemp,Desired Temperature Heating Circuit 1,,,,0C00,,,tempv,,,
r;w,,Hc1DesiredSetbackTemp,,,,,0D00,,,tempv,,,target setback temperatur Hc1 (fixed circuit type)
r;w,,Hc1SetBackMode,,,,,0E00,,,offmode2,,,operation of Hc1 during the setback time
r;w,,Hc1HeatCurve,Heatcurve Heating Circuit 1,,,,0F00,,,EXP,,,heating curve of Hc1
r;w,,Hc1MaxHeatingFlowTempDesired,MaxFlowTempDesired Heating Circuit 1,,,,1000,,,tempv,,,maximum heating flow temperature setpoint (end emphasis) of Hc1
r;w,,Hc1MinCoolingFlowTempDesired,,,,,1100,,,tempv,,,minimum cooling flow temperature setpoint of Hc1 
r;w,,Hc1MinHeatingFlowTempDesired,MinFlowTempDesired Heating Circuit 1,,,,1200,,,tempv,,,minimum heating flow temperature setpoint (end emphasis) of Hc1
r;w,,Hc1ExtHwcOpMode,ExtHwcOpMode,,,,1300,,,opmode2,,,operation mode of external Hwc circuit
r;w,,Hc1SummerTempLimit,Switch off temperature threshold Heating Circuit 1,,,,1400,,,tempv,,,if outside temperature > summer limit => heating is OFF;applies to comfort and night setback setpoint
r;w,,Hc1RoomTempMod,,,,,1500,,,rcmode2,,,room temperature modulation of Hc1
r;w,,Hc1ScreedDryingDay,,,,,1600,,,UIN,,,current day of screed Hc1 drying schedule (1 to 29 0=screed drying off) 
r,,Hc1ScreedDryingDesiredTemp,,,,,1700,,,tempv,,,current Hc1 screed drying desired temp
r,,Hc1ExtHwcActive,,,,,1800,,,onoff,,,
r,,Hc1ExtHeatDemand,,,,,1900,,,onoff,,,indicator of external heat demand for Hc1
r,,Hc1MixerPosition,Mixer Position Heating Circuit 1,,,,1A00,,,EXP,,,"status of mixer (<0 closing, >0 opening)"
r;w,,Hc1Status,Status Heating Circuit 1,,,,1B00,,,UCH,,,status of zone 1
r,,Hc1HeatCurveAdaption,Adaptive Heatcurve Heating Circuit 1,,,,1C00,,,EXP,,,adaption applied to heating curve of Hc1
r;w,,Hc1Unknown1D,(constant off),,,,1D00,,,onoff,,,
r,,Hc1PumpStatus,PumpStatus Hc1,,,,1E00,,,hcpumpstate,,,pump status of Hc1
r;w,,Hc1Unknown1F,(konstant 4),,,,1F00,,,EXP,,,
r;w,,Hc1Unknown20,"(constant 1, 2 in ccoling mode)",,,,2000,,,onoff,,,
# ##### zone 1 #####,,,,,,,,,,,,,
*r,,,,,,B524,02000300,,,IGN:4,,,
*w,,,,,,B524,02010300,,,,,,
r;w,,z1Unknown00,,,,,0000,,,HEX:*,,,
r;w,,z1OpModeCooling,Cooling OpMode Zone 1,,,,0100,,,opmode2,,,Cooling operation mode of zone 1
r;w,,z1CoolingRoomTempDesiredTimeControlled,Desired Cooling Room Temperature Zone 1 time controlled,,,,0200,,,tempv,,,manual controlled desired cooling room temperature for zone 1
r;w,,z1HolidayStartDate,,,,,0300,,,hfrom,,,start date of holidays for zone 1
r;w,,z1HolidayEndDate,,,,,0400,,,hto,,,end date of holidays for zone 1
r;w,,z1HolidayTemp,Holiday Period Target Temperature Zone 1,,,,0500,,,tempv,,,holiday setpoint for zone 1
r;w,,z1OpModeHeating,Heating OpMode Zone 1,,,,0600,,,opmode2,,,Heating operation mode of zone 1
r;w,,z1QuickVetoTemp,Quick Veto Temperature Zone 1,,,,0800,,,tempv,,,manual override setpoint for zone 1
r;w,,z1SetBackTemp,Set Back Temperature Zone 1 (time controlled heating),,,,0900,,,tempv,,,set back setpoint for zone 1
r;w,,z1SFMode,SFMode Zone 1,,,,0E00,,,sfmode,,,modes 2=party 4=onedayaway 5=onedayhome officially not supported in VRC720
r,,z1RoomTemp,Actual Room Temperature Zone 1,,,,0F00,,,tempv,,,aktuelle Raumtemperatur in Zone 1
r,,z1Unknown10,,,,,1000,,,HEX:*,,,
r,,z1Unknown11,,,,,1100,,,HEX:*,,,
r;w,,z1ValveStatus,Valve Status Zone 1,,,,1200,,,UCH,,,valve status of zone 1
r;w,,z1RoomZoneMapping,Raumregler Zuordnung Zone 1,,,,1300,,,zmapping,,,configures which room temperature is assigned to zone 1
r,,z1ActualHeatingRoomTempDesired,Actual Desired Heating Room Temperature Zone 1,,,,1400,,,tempv,,,current heating room setpoint considering all basic conditions passed to the control algorithms (0 = heating inactive)
r,,z1ActualCoolingRoomTempDesired,Actual Desired Cooling Room Temperature Zone 1,,,,1500,,,tempv,,,current cooling room setpoint considering all basic conditions passed to the control algorithms (99 = cooling inactive)
r;w,,z1Shortname,Shortname Zone 1,,,,1600,,,STR:*,,,short name of zone 1
r;w,,z1Name1,Name Zone 1 Part 1,,,,1700,,,STR:*,,,name of zone 1
r;w,,z1Name2,Name Zone 1 Part 2,,,,1800,,,STR:*,,,name of zone 1
r,,z1Unknown19,,,,,1900,,,HEX:*,,,
r,,z1Unknown1A,,,,,1A00,,,HEX:*,,,
r,,z1Status,,,,,1B00,,,zoneStatus,,,
r,,z1Unknown1C,,,,,1C00,,,HEX:*,,,
r,,z1QuickVetoEndTime,Quick Veto End Time Zone 1,,,,1E00,,,HTI,,,manual override end time for zone 1
r;w,,z1HolidayEndTime,,,,,2000,,,HTI,,,end time of holidays for zone 1
r;w,,z1HolidayStartTime,,,,,2100,,,HTI,,,start time of holidays for zone 1
r;w,,z1HeatingRoomTempDesiredManualControlled,Desired Heating Room Temperature Zone 1 manual controlled,,,,2200,,,tempv,,,manual controlled desired heating room temperature for zone 1
r;w,,z1CoolingRoomTempDesiredManualControlled,Desired Cooling Room Temperature Zone 1 manual controlled,,,,2300,,,tempv,,,manual controlled desired cooling room temperature for zone 1
r,,z1QuickVetoEndDate,end date of Quick Veto mode Zone 1,,,,2400,,,date,,,Quick Veto mode end date Zone 1
r,,z1Unknown25,,,,,2500,,,HEX:*,,,
r;w,,z1QuickVetoDuration,Duration of Quick Veto mode in Hours Zone 1,,,,2600,,,EXP,,,valid values are 0.5-12 in 0.5 increments (default 3) writing enables quick veto mode
r,,z1Unknown27,,,,,2700,,,HEX:*,,,
r,,z1RoomHumidity,,,,,2800,,,EXP,,%,room humidity zone 1
r,,z1Unknown29,,,,,2900,,,HEX:*,,,
r,,z1Unknown2A,,,,,2A00,,,HEX:*,,,
r,,z1Unknown2B,,,,,2B00,,,HEX:*,,,
r,,z1Unknown2C,,,,,2C00,,,HEX:*,,,
r,,z1Unknown2D,,,,,2D00,,,HEX:*,,,
r,,z1Unknown2E,,,,,2E00,,,HEX:*,,,
# ##### timers #####,,,,,,,,,,,,,
*r,,,,,,,,,,,,,
r,,unknownValue.a0,(3Zones;HWC&CC = constant value. General configuration?),,,B555,a0,,,HEX:*,,,First = Zones maybe? Rest unknown; needs some other configured ctlv2
# timers hot water,,,,,,,,,,,,,
*r,,,,,,B555,a50002,,,,,,
*w,,,,,,B555,a60002,,,,,,
r,,hwcTimer.Config,timer Configuration(static atm? describes featue set?),,,B555,a30002,,,HEX:9,,,Configuration
r,,hwcTimer.TimeSlotsPerWeekday,Configured slot count for each weekday,,,B555,a40002,,,slotCountWeek,,,Amount of configured slots per weekday
r,,hwcTimer.Monday,timer monday read,,,,00,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,hwcTimer.Monday,timer monday write,,,,00,,,wTimeSlotWithoutTemp,,,
r,,hwcTimer.Tuesday,timer tuesday read,,,,01,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,hwcTimer.Tuesday,timer tuesday write,,,,01,,,wTimeSlotWithoutTemp,,,
r,,hwcTimer.Wednesday,timer wednesday read,,,,02,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,hwcTimer.Wednesday,timer wednesday write,,,,02,,,wTimeSlotWithoutTemp,,,
r,,hwcTimer.Thursday,timer thursday read,,,,03,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,hwcTimer.Thursday,timer thursday write,,,,03,,,wTimeSlotWithoutTemp,,,
r,,hwcTimer.Friday,timer friday read,,,,04,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,hwcTimer.Friday,timer friday write,,,,04,,,wTimeSlotWithoutTemp,,,
r,,hwcTimer.Saturday,timer saturday read,,,,05,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,hwcTimer.Saturday,timer saturday write,,,,05,,,wTimeSlotWithoutTemp,,,
r,,hwcTimer.Sunday,timer sunday read,,,,06,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,hwcTimer.Sunday,timer sunday write,,,,06,,,wTimeSlotWithoutTemp,,,
# timers circulation pump,,,,,,,,,,,,,
*r,,,,,,B555,a50003,,,,,,
*w,,,,,,B555,a60003,,,,,,
r,,ccTimer.Config,timer Configuration(static atm? describes featue set?),,,B555,a30003,,,HEX:9,,,Configuration
r,,ccTimer.TimeSlotsPerWeekday,Configured slot count for each weekday,,,B555,a40003,,,slotCountWeek,,,Amount of configured slots per weekday
r,,ccTimer.Monday,timer monday read,,,,00,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,ccTimer.Monday,timer monday write,,,,00,,,wTimeSlotWithoutTemp,,,
r,,ccTimer.Tuesday,timer tuesday read,,,,01,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,ccTimer.Tuesday,timer tuesday write,,,,01,,,wTimeSlotWithoutTemp,,,
r,,ccTimer.Wednesday,timer wednesday read,,,,02,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,ccTimer.Wednesday,timer wednesday write,,,,02,,,wTimeSlotWithoutTemp,,,
r,,ccTimer.Thursday,timer thursday read,,,,03,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,ccTimer.Thursday,timer thursday write,,,,03,,,wTimeSlotWithoutTemp,,,
r,,ccTimer.Friday,timer friday read,,,,04,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,ccTimer.Friday,timer friday write,,,,04,,,wTimeSlotWithoutTemp,,,
r,,ccTimer.Saturday,timer saturday read,,,,05,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,ccTimer.Saturday,timer saturday write,,,,05,,,wTimeSlotWithoutTemp,,,
r,,ccTimer.Sunday,timer sunday read,,,,06,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,ccTimer.Sunday,timer sunday write,,,,06,,,wTimeSlotWithoutTemp,,,
# Timers silent mode,,,,,,,,,,,,,
*r,,,,,,B555,a50004,,,,,,
*w,,,,,,B555,a60004,,,,,,
r,,silentTimer.Config,timer Configuration(static atm? describes featue set?),,,B555,a30004,,,HEX:9,,,Configuration
r,,silentTimer.TimeSlotsPerWeekday,Configured slot count for each weekday,,,B555,a40004,,,slotCountWeek,,,Amount of configured slots per weekday
r,,silentTimer.Monday,timer monday read,,,,00,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,silentTimer.Monday,timer monday write,,,,00,,,wTimeSlotWithoutTemp,,,
r,,silentTimer.Tuesday,timer tuesday read,,,,01,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,silentTimer.Tuesday,timer tuesday write,,,,01,,,wTimeSlotWithoutTemp,,,
r,,silentTimer.Wednesday,timer wednesday read,,,,02,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,silentTimer.Wednesday,timer wednesday write,,,,02,,,wTimeSlotWithoutTemp,,,
r,,silentTimer.Thursday,timer thursday read,,,,03,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,silentTimer.Thursday,timer thursday write,,,,03,,,wTimeSlotWithoutTemp,,,
r,,silentTimer.Friday,timer friday read,,,,04,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,silentTimer.Friday,timer friday write,,,,04,,,wTimeSlotWithoutTemp,,,
r,,silentTimer.Saturday,timer saturday read,,,,05,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,silentTimer.Saturday,timer saturday write,,,,05,,,wTimeSlotWithoutTemp,,,
r,,silentTimer.Sunday,timer sunday read,,,,06,index,m,UCH,,,,,,rTimeSlotWithoutTemp
w,,silentTimer.Sunday,timer sunday write,,,,06,,,wTimeSlotWithoutTemp,,,
# Heating timers zone 1,,,,,,,,,,,,,
*r,,,,,,B555,a50000,,,,,,
*w,,,,,,B555,a60000,,,,,,
r,,z1HTimer.Config,timer heating Configuration(static atm? describes featue set?),,,B555,a30000,,,HEX:9,,,Configuration
r,,z1HTimer.TimeSlotsPerWeekday,Configured slot count for each weekday,,,B555,a40000,,,slotCountWeek,,,Amount of configured slots per weekday
r,,z1HTimer.Monday,timer heating monday read,,,,00,index,m,UCH,,,,,,rTimeSlotWithTemp
w,,z1HTimer.Monday,timer heating monday write,,,,00,,,wTimeSlotWithTemp,,,
r,,z1HTimer.Tuesday,timer heating tuesday read,,,,01,index,m,UCH,,,,,,rTimeSlotWithTemp
w,,z1HTimer.Tuesday,timer heating tuesday write,,,,01,,,wTimeSlotWithTemp,,,
r,,z1HTimer.Wednesday,timer heating wednesday read,,,,02,index,m,UCH,,,,,,rTimeSlotWithTemp
w,,z1HTimer.Wednesday,timer heating wednesday write,,,,02,,,wTimeSlotWithTemp,,,
r,,z1HTimer.Thursday,timer heating thursday read,,,,03,index,m,UCH,,,,,,rTimeSlotWithTemp
w,,z1HTimer.Thursday,timer heating thursday write,,,,03,,,wTimeSlotWithTemp,,,
r,,z1HTimer.Friday,timer heating friday read ,,,,04,index,m,UCH,,,,,,rTimeSlotWithTemp
w,,z1HTimer.Friday,timer heating friday write,,,,04,,,wTimeSlotWithTemp,,,
r,,z1HTimer.Saturday,timer heating saturday read ,,,,05,index,m,UCH,,,,,,rTimeSlotWithTemp
w,,z1HTimer.Saturday,timer heating saturday write,,,,05,,,wTimeSlotWithTemp,,,
r,,z1HTimer.Sunday,timer heating sunday read,,,,06,index,m,UCH,,,,,,rTimeSlotWithTemp
w,,z1HTimer.Sunday,timer heating sunday write,,,,06,,,wTimeSlotWithTemp,,,
# includes,,,,,,,,,,,,,
!include,errors.inc,,,,,,,,,,,,
